polled_at,pair,bid,ask,spread_pips,api_timestamp,market_status
2026-09-20T12:15:21.897170+00:00,GBP_JPY,210.061,210.197,13.6,2026-09-20T12:15:21.751109Z,CLOSE
2026-09-20T12:15:21.897170+00:00,AUD_JPY,111.746,111.831,8.5,2026-09-20T12:15:21.751749Z,CLOSE
2026-09-20T16:45:30.423640+00:00,USD_JPY,156.835,156.934,9.9,2026-09-20T16:45:30.331505Z,CLOSE
2026-09-20T16:45:30.423640+00:00,EUR_JPY,180.156,180.273,11.7,2026-09-20T16:45:30.331819Z,CLOSE
2026-09-20T16:45:30.423640+00:00,GBP_JPY,210.061,210.197,13.6,2026-09-20T16:45:30.332141Z,CLOSE
2026-09-20T16:45:30.423640+00:00,AUD_JPY,111.746,111.831,8.5,2026-09-20T16:45:30.332789Z,CLOSE
2026-09-20T19:22:53.190327+00:00,USD_JPY,156.835,156.934,9.9,2026-09-20T19:22:53.02589Z,CLOSE
2026-09-20T19:22:53.190327+00:00,EUR_JPY,180.156,180.273,11.7,2026-09-20T19:22:53.026217Z,CLOSE
2026-09-20T19:22:53.190327+00:00,GBP_JPY,210.061,210.197,13.6,2026-09-20T19:22:53.026511Z,CLOSE
2026-09-20T19:22:53.190327+00:00,AUD_JPY,111.746,111.831,8.5,2026-09-20T19:22:53.027152Z,CLOSE
2026-09-20T22:22:53.557051+00:00,USD_JPY,156.867,156.966,9.9,2026-09-20T22:22:53.443868Z,OPEN
2026-09-20T22:22:53.557051+00:00,EUR_JPY,180.138,180.251,11.3,2026-09-20T22:22:53.445157Z,OPEN
2026-09-20T22:22:53.557051+00:00,GBP_JPY,210.097,210.232,13.5,2026-09-20T22:22:53.44377Z,OPEN
2026-09-20T22:22:53.557051+00:00,AUD_JPY,111.755,111.829,7.4,2026-09-20T22:22:53.440631Z,OPEN
2026-09-21T01:01:20.841915+00:00,USD_JPY,156.887,156.892,0.5,2026-09-21T01:01:20.687142Z,OPEN
2026-09-21T01:01:20.841915+00:00,EUR_JPY,180.154,180.16,0.6,2026-09-21T01:01:20.685696Z,OPEN
2026-09-21T01:01:20.841915+00:00,GBP_JPY,210.067,210.076,0.9,2026-09-21T01:01:20.684729Z,OPEN
2026-09-21T01:01:20.841915+00:00,AUD_JPY,111.81,111.817,0.7,2026-09-21T01:01:20.685422Z,OPEN
2026-09-21T06:14:47.327881+00:00,USD_JPY,157.044,157.049,0.5,2026-09-21T06:14:47.163803Z,OPEN
2026-09-21T06:14:47.327881+00:00,EUR_JPY,180.181,180.186,0.5,2026-09-21T06:14:47.161984Z,OPEN
2026-09-21T06:14:47.327881+00:00,GBP_JPY,210.042,210.051,0.9,2026-09-21T06:14:47.162637Z,OPEN
2026-09-21T06:14:47.327881+00:00,AUD_JPY,111.849,111.856,0.7,2026-09-21T06:14:47.163249Z,OPEN
2026-09-21T13:59:11.066298+00:00,USD_JPY,157.42,157.425,0.5,2026-09-21T13:59:10.943474Z,OPEN
2026-09-21T13:59:11.066298+00:00,EUR_JPY,180.623,180.628,0.5,2026-09-21T13:59:10.944516Z,OPEN
2026-09-21T13:59:11.066298+00:00,GBP_JPY,210.635,210.644,0.9,2026-09-21T13:59:10.952192Z,OPEN
2026-09-21T13:59:11.066298+00:00,AUD_JPY,112.212,112.219,0.7,2026-09-21T13:59:10.979168Z,OPEN
2026-09-21T19:19:50.336395+00:00,USD_JPY,157.4,157.405,0.5,2026-09-21T19:19:50.259027Z,OPEN
2026-09-21T19:19:50.336395+00:00,EUR_JPY,180.516,180.521,0.5,2026-09-21T19:19:50.259278Z,OPEN
2026-09-21T19:19:50.336395+00:00,GBP_JPY,210.484,210.493,0.9,2026-09-21T19:19:50.255462Z,OPEN
2026-09-21T19:19:50.336395+00:00,AUD_JPY,112.115,112.122,0.7,2026-09-21T19:19:50.256616Z,OPEN
2026-09-21T23:13:17.178240+00:00,USD_JPY,157.344,157.358,1.4,2026-09-21T23:13:17.07616Z,OPEN
2026-09-21T23:13:17.178240+00:00,EUR_JPY,180.392,180.419,2.7,2026-09-21T23:13:17.078667Z,OPEN
2026-09-21T23:13:17.178240+00:00,GBP_JPY,210.362,210.409,4.7,2026-09-21T23:13:17.080102Z,OPEN
2026-09-21T23:13:17.178240+00:00,AUD_JPY,112.015,112.047,3.2,2026-09-21T23:13:17.076979Z,OPEN
2026-09-22T04:45:02.309388+00:00,USD_JPY,157.491,157.496,0.5,2026-09-22T04:45:02.196497Z,OPEN
2026-09-22T04:45:02.309388+00:00,EUR_JPY,180.75,180.755,0.5,2026-09-22T04:45:02.18807Z,OPEN
2026-09-22T04:45:02.309388+00:00,GBP_JPY,210.793,210.802,0.9,2026-09-22T04:45:02.188424Z,OPEN
2026-09-22T04:45:02.309388+00:00,AUD_JPY,112.147,112.154,0.7,2026-09-22T04:45:02.187287Z,OPEN
2026-09-22T09:52:39.843206+00:00,USD_JPY,156.992,156.997,0.5,2026-09-22T09:52:39.676696Z,OPEN
2026-09-22T09:52:39.843206+00:00,EUR_JPY,179.973,179.984,1.1,2026-09-22T09:52:39.677719Z,OPEN
2026-09-22T09:52:39.843206+00:00,GBP_JPY,209.795,209.808,1.3,2026-09-22T09:52:39.676205Z,OPEN
2026-09-22T09:52:39.843206+00:00,AUD_JPY,111.71,111.717,0.7,2026-09-22T09:52:39.672221Z,OPEN
